StationID,Collection Date,BenSampID,Collection DateTime,RepNum,Acentrella,Acerpenna,Acroneuria,Allocapnia,Amphinemura,Anchytarsus,Ancylidae,Ancyronyx variegatus,Antocha,Argia,Asellidae,Atherix,Baetidae,Baetis,Bezzia,Bezzia/Palpomyia,Boyeria,Brachycentrus,Caenis,Calopteryx,Cambaridae,Capniidae,Ceratopsyche,Cheumatopsyche,Chimarra,Chironomidae,Cinygmula,Corbicula,Corydalus,Crangonyctidae,Dicranota,Diplectrona,Dolophilodes,Drunella,Dubiraphia,Eccoptura xanthenes,Ectopria,Elmidae,Epeorus,Ephemerella,Ephemerellidae,Eurylophella,Glossosoma,Gomphidae,Haploperla,Helichus,Hemerodromia,Heptageniidae,Heterocloeon,Hexatoma,Hydracarina,Hydrobiidae,Hydropsyche,Hydropsyche/Ceratopsyche,Hydropsychidae,Hydroptila,Isonychia,Isoperla,Lepidostoma,Leptophlebiidae,Leucrocuta,Leuctra,Lumbriculidae,Lype diversa,Maccaffertium,Macronychus glabratus,Microcylloepus,Naididae,Neophylax,Nigronia,Oecetis,Oligochaeta,Optioservus,Oulimnius,Paragnetina,Paraleptophlebia,Perlesta,Perlidae,Perlodidae,Physidae,Pisidiidae,Planorbidae,Plauditus,Plecoptera,Pleuroceridae,Polycentropus,Probezzia,Promoresia,Prosimulium,Psephenus,Pseudocloeon,Pteronarcys,Rhyacophila,Serratella,Simuliidae,Simulium,Stenacron,Stenelmis,Sweltsa,Taeniopteryx,Tallaperla,Teloganopsis deficiens,Tipula,Triaenodes,Trichoptera,Tricladida,Yugus,Zapada,Zealeuctra,Zygoptera
1BTMB000.54,5/7/2015,TMB7211,2015-05-07T11:10:00Z,1,,,,,,,,,,,,,6,36,,,,,,,,,,1,5,80,,,,,,,,,,,,,,20,,,4,,,,,,,,,,,,,,1,,,,,,2,,3,,,,,,,,10,,,,,5,,,,,,,,,2,,,15,,,1,,,3,,5,,,,1,,,,,,,,
4ABWR045.80,5/7/2015,BWR7116,2015-05-07T14:00:00Z,1,8,,,,,,,,,,,,2,9,,,,,,,,,,10,,93,,1,,,,,,,,,1,1,,2,,,,,,,1,,,,5,,2,,1,,1,,,,,,,,4,1,,,,,,1,1,,,,10,2,,,,,1,,1,,,,,,,3,,,,14,1,,,,,10,,,,,,,,
4AGCR000.01,5/7/2015,GCR8094,2015-05-07T12:45:00Z,1,33,,,,1,,,,1,,,,4,,,,,,,,,,,3,,22,,,,,1,,3,17,,,,,12,20,,,,,,,,3,,,,,1,,,,,3,,2,3,,,,4,,,,,,,,3,3,,,,,,,,,28,,,,,,,,,,1,,1,5,,,,,,,,,1,,,,,
2-CHK052.57,5/8/2015,CHK7260,2015-05-08T11:00:00Z,1,,,,,,,,2,,,,,,6,,1,,71,,,,,,7,1,43,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,3,5,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,
2BHAZ008.51,5/11/2015,HAZ7506,2015-05-11T10:45:00Z,1,,,,,,,,,,,,,2,12,,,,8,,,,,,32,,81,,,,,,,,,,,,,,9,,,,,,1,,,,,,,1,,5,,7,1,,,,,,,16,3,,,,,,,,,,,6,6,,,1,,5,,,,,,,,,,,,,4,,,,,,14,,,,,,,,
3-RAP051.21,5/11/2015,RAP7234,2015-05-11T12:00:00Z,1,1,,,,,,,2,,,,,,13,,,,,,,,,5,19,5,6,,1,5,,,,,1,,,,,10,,,,,,,1,,,,,,8,13,,,,,,2,,,,,,5,,8,,,,,1,,,,,16,,,,,,,,,,,,,1,,,,,,5,,21,,,,27,,,,1,,,,
6BPWL009.72,5/11/2015,PWL7045,2015-05-11T11:00:00Z,1,32,,1,,,,,,3,,,,4,15,,,,,,,1,,7,9,,24,,,,,,,3,,,,1,1,,1,,,1,1,,,7,,,,2,,,,6,,2,1,,2,,10,,,6,,,9,,1,,,12,2,,1,,3,,,,,,2,,1,,,1,1,,,,,,,1,,,3,,,,,,,,,,
6CPSM015.79,5/11/2015,PSM7047,2015-05-11T14:30:00Z,1,,,,,,,1,2,2,,,,21,10,,,,,,,1,,4,2,,12,,,,,,,,,,,,,3,,,,,,,,1,1,,,,,,,18,,2,,,1,,,,,1,,,,,,,3,,,,,6,,,,,,,,9,,,,,7,,,,,,1,,81,,,,,,,,,,,,
9-WLK004.34,5/11/2015,WLK7677,2015-05-11T10:50:00Z,1,7,,,,,,,,1,,,,13,16,,1,,9,1,,,,,1,1,54,,,1,,,,,4,1,,,,2,,7,,,1,,,1,5,,,2,,1,,1,,8,,,,1,,,,8,,,,,,,,16,,,,,7,,,,,,,2,,,1,1,5,,,1,,,3,,6,,5,,11,,,,,,,,
9-WLK033.29,5/11/2015,WLK7672,2015-05-11T12:40:00Z,1,4,,2,,,,,,,1,,,13,3,,,,12,,,1,,,1,1,13,,3,2,,,,,4,,,,1,3,2,3,,,,,,1,7,,,1,,1,,,,1,,,,,,,,3,,,,,,,1,8,,,,,3,,,,,,,,,,,,1,,,,,3,,,14,,3,,11,,,1,,,,,
1BCDR027.48,5/12/2015,CDR7165,2015-05-12T10:30:00Z,1,4,,1,,2,,,,,,,,2,8,,,,2,,,,,,1,11,46,,,,,,,9,3,,,,,6,9,1,,,1,,,5,,,,,,,2,,,1,1,,,1,1,,,5,,,,,1,,,1,2,,,4,9,,,,,28,,,2,,,,4,,1,,,,25,2,1,,,,1,,,,,,,,
4ARAB000.52,5/12/2015,RAB7111,2015-05-12T14:50:00Z,1,,,,,,,,,,,,,9,28,1,,,,,,,,,7,,71,,6,,,,,1,,,,,,1,20,,,1,,,,2,,,,1,,,,,,4,,,,,3,,,4,,,,,,,4,,9,,,,3,,1,2,,7,,2,,,,,,,,,4,,,,1,,,,3,1,,,,,,,
4AXCN000.31,5/12/2015,XCN7110,2015-05-12T15:35:00Z,1,,,2,,,1,,,,,,,,11,,,,,,,,,,5,,86,,,,,,,,,,,,,1,2,,,,,,,1,,,,6,,,,,,1,,1,,,12,,,1,,,,,2,,11,26,10,,,,4,,,,,1,,10,,,,,3,,,1,,,,,1,,,,2,1,,,,,,,
9-TKY001.55,5/12/2015,TKY7078,2015-05-12T11:30:00Z,1,2,,,,,,,1,5,,,,,16,,,,,,,,,,5,,70,,,,,,,,,,,,,,4,,,,,,,,,5,2,,,5,,,,,15,,,,,,,,,,46,,,,2,2,1,,,,,2,,,,,,,1,,,,,,,,,,23,,,,,,,,,,,,,,
1AKET003.77,5/13/2015,KET7158,2015-05-13T14:45:00Z,1,,,,,1,,,,,,,,,55,,1,,,,,,,,15,11,31,,1,,,,,,,,,1,,,,,,,3,,,,,,,,1,3,,8,,3,,,,,,,,2,,,,,,,7,,,,,8,,,1,,,,,1,,,,,8,,,1,,,17,,5,,,,,1,,,3,,,,
1BLOM000.24,5/13/2015,LOM7181,2015-05-13T10:30:00Z,1,,,,,,,,,,,138,,,1,,,,,,,,,,,,16,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,3,,,,,,,,,,,,11,,,,,,,,,,,,,18,,,,,1,,,4,,,,
1BTRL000.02,5/13/2015,TRL7214,2015-05-13T13:00:00Z,1,1,,,,1,,,,2,,1,,1,10,,,,,,,,,,4,2,50,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,2,1,,,,,,,,,,,26,,,,,18,,,,,,,,,,16,,,,,5,,1,,,,,,2,,27,,,,17,,,,,,,,
4ABMN000.65,5/13/2015,BMN7537,2015-05-13T14:35:00Z,1,,,,,1,1,,,,,,,,5,,,,,,,,,,80,14,70,,,,,,,,,,,1,,,,,,,2,,,,,,2,,,,,,,,,,4,,1,,,,,,,,1,,1,,,,,4,,,1,3,1,1,,,,,,,2,,,,,,1,4,10,,,,,,,,,,,,
4ALAR000.00,5/13/2015,LAR7113,2015-05-13T11:35:00Z,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4ALWN000.88,5/13/2015,LWN7536,2015-05-13T13:30:00Z,1,,,,,,,,,,,,,,14,6,,,,,,,,,42,,100,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,3,4,,,,,,,,,,,2,,1,,,6,,,,2,,,,,,,,,,,,,,,14,,7,,,,,,,,,,,,
4AROA202.20,5/13/2015,ROA8093,2015-05-13T11:15:00Z,1,23,,,,,,,,,,,,5,7,,,,,,,1,,,4,2,64,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,3,,22,,1,,,,1,,,,5,,7,7,,,,1,2,,,,,1,,,,,2,,15,,,,,2,,,2,,,5,,3,,,,,,,7,,,,,1
5ABLC006.97,5/13/2015,BLCTRO33,2015-05-13T14:30:00Z,1,,,,,,,2,,,,75,,,,,1,,,3,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ABNT002.70,5/13/2015,BNTTRO33,2015-05-13T15:10:00Z,1,,,,,,,5,,,,34,,,,,,,,4,1,,,,,,75,,,,3,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,7,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
5ACYS001.92,5/13/2015,CYSTRO33,2015-05-13T13:45:00Z,1,,,,,,,2,,,,,,1,,,3,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
5AFRC013.25,5/13/2015,FRC7504,2015-05-13T12:00:00Z,1,,11,,,,,,4,,,3,,,22,2,,1,,6,,1,,,1,,101,,,,2,,,,,2,,,,,,,1,,,,1,,,,,1,,,,2,,3,,,,10,1,,,3,1,,4,,,,,,,,,8,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
5AFTS002.93,5/13/2015,FTSTRO33,2015-05-13T11:10:00Z,1,,,,,,,2,,,,52,,1,,,,,,1,,1,,,,,62,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,1,4,,,,,,,,10,7,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6BLTL006.17,5/13/2015,LTL7041,2015-05-13T13:00:00Z,1,11,,,,,,,,1,,,,14,51,,,,,,,,,,1,,28,,,,,,,16,,,,,1,6,4,,,2,,,,,2,,,,,,,,,,,,4,1,3,,,7,,,,,,,,9,2,,2,,,,,,,,,2,1,,,,14,,,1,,,14,1,5,,,,,,,,,,,,
2-KRR001.54,5/14/2015,KRR7225,2015-05-14T11:45:00Z,1,3,,,,1,,,,,,,,1,12,,,,,,,,,,3,,72,,,,,,,,1,,,,,,40,,,,,,,,,,,,,,7,4,,,,,,,1,,,2,,1,6,,,,,3,,1,,1,1,,,,,4,,,,1,,,2,,,,1,,7,,30,,,,,,,,,,,,
4ALFF001.85,5/15/2015,LFF7114,2015-05-15T12:30:00Z,1,,,,,,,1,,,,,,,,1,,1,,,,,,,12,,112,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,,,,,7,,1,,,,,,,,,4,,,,,59,,,,,,,,,,,,,,
1AHOC002.83,5/19/2015,HOC7161,2015-05-19T10:30:00Z,1,,,,,2,,1,,,,,,4,7,,,,,,,,,,3,2,11,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,4,,,2,,,,,68,,,,10,3,,,,,14,,3,,,,,10,,,,,,1,,32,,,,5,1,,,2,,,,
1BHKS000.96,5/20/2015,HKS7175,2015-05-20T09:50:00Z,1,1,,,,,,,,,1,,,3,6,,,,,,,,,,17,2,16,,1,,,,,,,,,,,,1,,,2,1,,,,,,,,,,8,2,,14,,,,,,,,8,,1,,,,,,28,2,,,,,,,,,,,29,,,,,15,,,,,,5,4,9,,,,21,,,,,,,,
2BHOY002.92,5/20/2015,HOY7470,2015-05-20T14:20:00Z,1,,4,,,,,1,1,1,,,,,,,,1,1,8,,,,2,12,,102,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,10,,8,,,,,,,,13,1,,1,,1,,,,,,,5,,,,1,,7,,,,,,,,,,,,,2,,,,,,14,,,,,,,,
4ABMA005.64,5/20/2015,BMA7539,2015-05-20T11:30:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,13,2,153,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,7,,,,,1,,,,,,,,,,1,,2,,,,,2,,,,6,,,,,,,,,,,,,,,1,9,1,,,,,,,,,,,,
4ABMA006.65,5/20/2015,BMA7115,2015-05-20T12:20:00Z,1,,,,,,,,,,1,3,,,,,,,,1,,,,,,,134,,,,24,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
6BPLC000.49,5/20/2015,PLC7037,2015-05-20T12:15:00Z,1,,,,,,,,1,,,5,,4,49,,,,,,,2,,1,4,,19,,,,,,,,6,,,,4,3,,1,,,,,,,2,,,1,,,,6,,,,,2,,49,,,1,,,1,1,,,,24,2,,,,,,,,,,,7,2,,,,1,,,7,,,3,2,,,,1,,,,,,,,,
6CBMC008.61,5/20/2015,BMC7090,2015-05-20T10:50:00Z,1,,,1,,,,,,1,,,,3,4,,,,,2,,,,9,16,1,36,,3,,,,,,,,,2,,2,,,,,,,,1,6,,,,,,,4,,9,,,,,,,,4,,,,,,,3,2,,,,3,5,,,1,,,,12,,,,,4,,,,,,,3,25,,,,3,,,,,,,,
8-LTL009.54,5/20/2015,LTL7573,2015-05-20T10:00:00Z,1,,,1,,,,1,,2,,,,,1,,,,1,,,,,,13,7,62,,3,,,,,,10,,,,,,,,,,,,,,,3,,1,,15,,6,1,1,,,,2,,,,4,,1,,,,,1,,3,,,5,8,,,4,,4,,1,,,,,,,,,2,,3,,14,,,,19,,,,,,,,
1AJEE002.22,5/26/2015,JEE7230,2015-05-26T12:00:00Z,1,1,,2,,,,,,6,,,,,1,,,,,2,,,,7,70,13,28,,,1,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,2,,,,,,,13,,,,,,,,20,,,,,,,,3,,,,
1BCST007.42,5/27/2015,CST7173,2015-05-27T14:00:00Z,1,1,,,,,,,,6,,,,2,45,,,,,9,,,,,5,4,6,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,16,,,17,,,,,,,,3,,2,,,,,,21,,,,,,,,,,2,,8,,,3,,7,,,,1,,,5,17,,,,2,,,,,,,,
1BSTH002.14,5/27/2015,STH7202,2015-05-27T13:00:00Z,1,28,,,,,,,,7,,,,3,9,,,,6,2,,,,,27,4,23,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,12,8,,4,,,,,,,,3,,,1,,,,,13,,,,,2,,,,,1,,2,,,,,4,,,,9,,1,,7,,,,8,,,,1,,,,
3-HUE009.13,5/27/2015,HUE7307,2015-05-27T11:00:00Z,1,2,,8,,,,,,5,,,,,,,,,4,,,,,6,15,,23,,,3,,,,27,20,,,,,5,22,,,,,,,,,,1,,,,,,,3,1,2,,,5,,,5,,,,,1,,,,,5,,9,,,,,,1,,,1,,,,3,,,3,,,,,,,,,15,,,,,,,,
3-ROB009.93,5/27/2015,ROB7445,2015-05-27T13:45:00Z,1,2,,,,,,,,1,,,,,33,,,,27,,,,,8,5,,8,,3,5,,,,,,,,,,1,2,,,,,,,,,2,2,1,,11,,,,,,,,,,,,4,2,6,,,,2,,2,1,,,11,,,,,,9,,,,,2,,1,,1,,4,,1,,5,,,,14,1,,,1,,,,
3-TOT012.53,5/27/2015,TOT7575,2015-05-27T12:00:00Z,1,1,,,,,,,1,,,3,,,5,,1,1,20,,1,,,,1,,104,,1,,,,,,,1,,,,,,,,,,,1,,4,,,1,,,,7,,,,1,,,3,,,4,,6,,,1,,1,,,,3,6,,,1,,,,,,,,,,,11,,,,,7,,1,,,,,,,,,,,,
4ABAU000.25,5/27/2015,BAU7670,2015-05-27T10:30:00Z,1,,,,,,,1,,1,,,,6,,,,,,,,,,,,,149,,,,,,,,,9,,,,,,,,,1,,,,1,,,1,,1,,2,,,,,,,,,,,6,,,,,,6,,,,,1,,,,,1,,1,,,,,,1,,,,,1,,,,,,,,,,1,,,,,
6BTRA000.50,5/27/2015,TRA6934,2015-05-27T11:10:00Z,1,,,,,,,,1,,,,,2,27,,,,,,,,,2,34,,13,,,,,1,,12,,,,,1,1,,,,4,,,,,,,,,,3,,64,,3,,,,,7,,,2,,,,,,,,12,1,,,1,1,,1,,,,,,,,,,9,,,,,,10,,2,,,,,,,,,,,,
7-XCY000.46,5/27/2015,XCY7577,2015-05-27T13:30:00Z,1,2,,,,,,,,,,2,,6,2,,,1,,,1,,,,26,2,44,,,,,,,,,3,,,,,,,,,2,,8,,5,,,1,,,,8,,,1,,,,,,,16,12,7,,,,,,,,,,11,,,,,,,,,,,,,,5,,,,,,,3,,,,,,,,,,,,
3-MLR001.11,5/28/2015,MLR7515,2015-05-28T11:30:00Z,1,3,,,,1,,,,,,,,,2,,1,1,,,,1,,,6,2,61,,,,,,1,,,,2,,,2,20,,,17,,,1,,,,1,,,2,,,,1,2,,,,7,,,5,,1,,,7,,,3,1,,,5,,,,,,3,,,,,,,,,1,1,,,,,2,,,,15,1,,,,,,,
3-POH000.48,5/28/2015,POH7444,2015-05-28T09:30:00Z,1,4,,,,,,,,4,,,,,4,,,,,,,,,2,5,,100,,,,,,,,,15,,,,,,,,,,,,,,,7,,,,,,,4,,,,,2,,,3,,1,,,,1,,,,,,8,,,1,,,14,,,,,1,,1,,,,,,,,11,,,,4,,,,,,,,
5AXEE000.93,5/28/2015,PBXEETRO1A,2015-05-28T10:20:00Z,1,,,,,,,,,,,,,1,,,13,,,,,1,,,3,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ANTW035.62,6/3/2015,PBNTWTRO9,2015-06-03T09:35:00Z,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,32,,2,,,,,,,9,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4AXOK000.29,6/8/2015,XOK7457,2015-06-08T11:30:00Z,1,,,,,2,,,,4,,,,17,3,,,,,,,,,,3,,103,,,,,1,7,,,,,,,,,,,2,,,,,3,,,,,2,,9,,,,,,,14,,,9,,,,,,,,2,1,,1,,10,,,2,,,2,,,,,,,,,,,,,,2,,,,1,2,,,2,,,,
2-APP016.38,6/11/2015,APP7250,2015-06-11T10:15:00Z,1,,,,,,,,,,1,,,1,21,,,,4,,,,,,13,,7,,2,,,,,,,,,,,,,,,,,,,2,6,10,,,2,2,,,,,,24,,,,,,22,,,,,,1,1,,,,,,,,,,,,,20,,,,,,,,,,,5,,12,,,,3,,,,,,,,
2-JMS115.29,6/16/2015,JMS7531,2015-06-16T13:15:00Z,1,,,,,,,,,,,,,,31,,,,,,,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,46,,,19,12,,,,,,2,,9,,,,4,,,,,,2,,,,,,2,,,,,,,,3,,,,,,2,,,,,1,1,17,,,,,,,,,,,,
2-JKS013.29,8/26/2015,JKS7817,2015-08-26T15:30:00Z,1,,,,,,,,,,,1,,15,4,,,,,2,,,,,4,,35,,,,,,,,,,,,2,,,6,,,,,,1,13,7,,,,13,,,2,3,,,,1,,,,13,,3,,,,,3,8,,,,,,,,,,,,2,,,1,,10,,,,,,7,,19,,,,11,,,,1,,,,
2-JMS345.73,8/26/2015,JMS8095,2015-08-26T16:00:00Z,1,,,2,,,,,,,,,1,8,11,,,,,,,,,,4,3,16,1,9,7,,,,,,,,,1,,,,,,,,,,7,5,,,,13,,1,,14,,,,14,,,,10,,2,,,1,,,3,,,,,,,,,,3,,6,,,,,3,,,,,,5,,20,,,,4,,,,,,,,
8-SAR040.35,8/31/2015,SAR7885,2015-08-31T11:45:00Z,1,,,1,,,,,2,,,,,,10,,1,2,30,,,1,,,5,4,22,,4,2,,,,,,38,,,,,,,5,,,,2,,1,,,1,,8,,,,1,,,,,,,,3,28,,,,,,1,,,6,,,1,,,,,,,1,2,,,,,,,,,,1,,1,,,,,,,,,,,,
3-RAP051.21,9/1/2015,RAP7886,2015-09-01T10:40:00Z,1,,,,,,,,,,,,,,5,,,,,,,,,,7,3,12,,11,4,,,,,,1,,,,,,,,,,,1,,,16,,,,12,,,,1,,1,,1,,,,4,,32,,,,,,7,,,,,,,,,,,,8,,,1,,,,1,,,,27,,17,,,,5,,,,,,,,
6BTRA000.50,9/2/2015,TRA7763,2015-09-02T12:15:00Z,1,,,,,,,,4,,,5,2,4,3,,,,,,,,,,16,,12,,,,,,,,,,,,3,1,,2,,,2,,,,7,,,,,1,,4,,1,,,,1,,,,32,,,,,,,,31,7,,,,,,,,,,,,,,,,39,,,,,,2,1,1,,,,,1,,,,,,,
8-NAR065.95,9/2/2015,NAR7882,2015-09-02T10:00:00Z,1,,,,,,,4,1,,,,,,2,,,,,10,,,,,32,5,82,,1,2,,,,,,7,,,,,,,,,,,,,,,,1,,8,,,,12,,,,,,,,12,5,,,,3,,,6,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,
3-CAE002.46,9/8/2015,CAE7691,2015-09-08T10:15:00Z,1,,,,,,1,,4,,,,,,5,,,1,3,,,,,,6,1,38,,5,,,,,,,94,,,,,,,,,,,6,,,,1,,,3,,,1,,,,,,,,,5,31,,,,2,4,,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,
2AGOC000.54,9/9/2015,GOC7945,2015-09-09T10:00:00Z,1,2,,2,,,,,,,,,,,4,,,,,,,,,,22,,20,,,,,1,27,18,,,,,,1,,,,,,,,,,,2,,,7,,10,,10,,,9,5,3,,,9,,,,,,,,1,1,,6,,5,3,,,,1,,2,,1,,,3,,3,6,,,,,1,,,2,,,,,,,,,
4ASOO002.56,9/10/2015,SOO8174,2015-09-10T11:40:00Z,1,,,,,,,,4,,,,,11,4,,,,,2,3,,,,7,6,56,,2,,,,,,,1,,,3,,,,1,,1,,,,5,,,,,1,,5,1,,,,,1,,2,,11,9,,,,,,2,4,,,,,2,,,,,,1,,,,1,2,,,,,,,10,1,,,,,,,,1,,,,,
1ABAR038.57,9/14/2015,BAR10306,2015-09-14T10:00:00Z,1,,,4,,,,2,,,4,,1,,7,,,,,1,,,,,10,,8,,9,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,4,,57,,,,,,,,33,,5,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,3,,,,,,,,
4AXOJ001.34,9/14/2015,XOJ8501,2015-09-14T11:00:00Z,1,,,,,,,,,,,,,14,26,,,,,,,1,,,1,,111,,,1,,,,,,1,,,2,,,,,,,,,,3,,2,,,23,,10,,,,,,,,,,4,,,6,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,,
4AMRY003.02,9/15/2015,MRY7985,2015-09-15T13:30:00Z,1,,,,,,,1,,,,,,,16,,,,,,,,,,28,,106,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,30,5,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,4,,,,,,,
8-DOC000.69,9/15/2015,DOC7875,2015-09-15T11:30:00Z,1,,1,,,,,,7,,5,,,,,,,,,,1,,,,4,,61,,,,,,,,,14,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,15,,,,,,3,,,,,,,,4,36,,,,,,,,,,,,,,,1,,5,,,,,3,,,1,,,,
8-MAR011.09,9/15/2015,Mar-80,2015-09-15T10:00:00Z,1,,4,,,,,,1,,2,2,,,,,,,8,,6,,,,,,27,,,,,,,,,25,,,,,,,,,3,,,,,,,,32,,,,,,,,,,,,,1,6,3,,,,1,2,,,,,,,,4,15,2,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
1AFOU002.06,9/16/2015,FOU7666,2015-09-16T09:30:00Z,1,,,,,,,,,1,,,,,49,,,,,,,,,,75,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,
2BBUF000.25,9/16/2015,BUF7783,2015-09-16T09:40:00Z,1,,,,,,,1,,,,,,1,2,,,,1,,,,,,,12,31,,1,1,,,,,,1,,,,,,,,,,,,2,1,3,,,,,25,16,,,,,1,,,,,5,2,3,,1,,,2,8,,,,,3,,,,,6,,3,,,3,,1,,,,,4,36,,3,,,,2,1,1,,,,,,
2-GUN004.00,9/16/2015,GUN8241,2015-09-16T10:30:00Z,1,,8,,,,,,,,,10,,,,,,,,1,1,,,,46,,26,,1,,,,,,,1,,,,,,,,,,,,,,,,2,47,2,,4,,,,,,,,,,38,,,,,,,,,,,,,,,1,13,1,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,
3-BTL000.94,9/17/2015,BTL7690,2015-09-17T12:30:00Z,1,,,,,,,4,9,,3,,,,,,,1,2,1,6,,,2,,1,55,,2,,,,,,,73,,,,,,,,,,,1,,,,,,,1,,,1,1,,,,,,,,1,10,1,,,1,20,,,,,,,,,6,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,
3-HUE009.13,9/17/2015,HUE7694,2015-09-17T11:00:00Z,1,1,,21,,,,,,2,,,,,5,,,,7,,,,,43,26,3,28,,,3,,,,15,,,,,,10,,,,,,,,,,,,1,,1,,,,8,,,,,1,,,1,,,,,,1,,,,16,,,,,,,,,,,,,,,15,,1,,,,,,,,,2,,,,,,,,,
3-MLR001.11,9/17/2015,MLR7711,2015-09-17T14:30:00Z,1,,,4,,,1,,,,,,,,9,,,,,,,1,,4,2,79,55,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,10,,,,5,,,,,1,,,3,,1,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
4ABAU000.25,9/17/2015,BAU8500,2015-09-17T10:10:00Z,1,,,,,,,6,,1,,,,2,4,,,,,,,1,,,22,,81,,1,,,,,,,,,,,,,,,,,,,,4,,,2,,24,,17,,,,,,,,6,,7,1,1,3,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,
2-YST000.64,9/21/2015,YST8181,2015-09-21T12:45:00Z,1,,,2,,4,,,,,,,,1,,,,,,,,1,1,,2,,13,1,,,,,19,8,,,2,4,,,,1,8,1,3,,,1,,,2,,,3,,,1,,,,19,,13,3,1,13,,,,,6,,,,3,,8,,19,,,,,,,,,,,,19,,1,7,,,,,,7,,1,,1,,,,,,,
4ACRV005.10,9/21/2015,CRV8497,2015-09-21T09:30:00Z,1,,,,,,,1,,,,,,2,4,,,,,,,,,,24,24,7,,,,,,,,,,2,,1,,,15,,,3,,,,20,,,,,,,2,,1,,,1,,,,,47,,,,,1,,,1,,,,,,,,,,,,8,,,,,24,,,,,,1,3,6,,,,,,,,,,,,
1AHOC002.83,9/22/2015,HOC7796,2015-09-22T10:00:00Z,1,,1,,,,,,,,2,,,,,,,,,2,,,,1,5,7,2,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,8,,,,,,,,18,,3,,,,,,72,1,,,,,,,,,,,,,,,,12,,,,,,,,13,,,,4,1,,,2,,,,
